uni_name
Hanbat National University  Graduate School
Hanbat National University  Graduate School Of Industry
Hanbat National University  Graduate School Of Information And Communications
Hanbat National University  Graduate School Of Entrepreneurial Management
 Graduate School
Graduate School Of Business Administration 
Graduate School Of Education 
Graduate School Of Science And Technology 
Graduate School Of Design 
Graduate School Of Urban Sciences 
University Of Seoul Law School 
Graduate School Of Science In Taxation 
Graduate School The Catholic University Of Korea
Graduate School The Catholic University Of Korea
Graduate School The Catholic University Of Korea
The Graduate school Of Business administration The Catholic University Of Korea
The Graduate School Of Education The Catholic University Of Korea
"Graduate School Of Church Music, The Catholic University Of Korea"
"Graduate School Of Public Health, The Catholic University Of Korea"
Graduate school of socialwelfare The Catholic University Of Korea
Graduate school of public administration The Catholic University Of Korea
"Graduate School Of Healthcare Management And Policy, The Catholic University Of Korea"
"Graduate School Of Clinical Dental Science, The Catholic University Of Korea"
"Graduate School Of Clinical Nursing Science, The Catholic University Of Korea"
The graduate school of culture&Spirituality The Catholic University Of Korea
Graduate School Of Counseling The Catholic University Of Korea
"The Catholic University Of Korea, School Of Medicine"
"Nicholas Cardinal Cheong Graduate School For Life, The Catholic University Of Korea"
The Graduate School Of M.T.U.
Graduate School Of Pastoral Theology Of M.T.U.
Graduate School Of Theology Of M.T.U.
Kangnam Graduate School
Kangnam Graduate School Of Education
Kangnam Graduate School Of Social Welfare
Kangnam Graduate School Of Practical Theology
Konkuk Graduate School
Konkuk Graduate School
Konkuk Graduate School Of Business Administration
Konkuk Graduate School Of Education
Konkuk Graduate School Of Education
Konkuk Graduate School Of Agriculture And Animal Science
Konkuk Graduate School Of Design
Konkuk Graduate School Of Social Science
Konkuk Graduate School Of Engineering
Graduate School Of Mass Communication & Public Relations
Konkuk Graduate School Of Information & Telecommunications
Konkuk Graduate School Of Public Administration
Konkuk Graduate School Of Architecture
Konkuk Graduate School Of Realestate Studies
Graduate School Of Business
Konkuk Law School
School Of Medicine
Konyang University Graduate School Of Public Health & Welfare
"Graduate School Of Defense Management, Konyang University "
"Graduate School Of Business & Social Welfare, Konyang University "
Graduate School Of Kyonggi University
Graduate School Of Architecture
Graduate School Of Education Kyonggi University
Graduate School Of Culture & Arts
Graduate School Of Social Welfare
Graduate School Of Industrial Information & Technology
Graduate School Of Art & Design
Graduate School Of Administration
Graduate School Of Architecture
